question_type,question,answer,player_id,player_name,club_id,club_name,venue_id,venue_name,reasoning_path
pattern_c_team_home_venue,What is the home venue of the team of Sinan Kaloglu?,elazığ atatürk stadium,Q1396846,Sinan Kaloglu,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Sinan Kaloglu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of goksu turkdogan?,elazığ atatürk stadium,Q1401074,goksu turkdogan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,goksu turkdogan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ferhat Odabaşı?,elazığ atatürk stadium,Q1406254,Ferhat Odabaşı,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Ferhat Odabaşı --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Yavuz Eraydin?,elazığ atatürk stadium,Q1419830,Yavuz Eraydin,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Yavuz Eraydin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erol erdal alkan?,elazığ atatürk stadium,Q15651896,erol erdal alkan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,erol erdal alkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of hasan hakan hacıbektaşoğlu?,elazığ atatürk stadium,Q1569824,hasan hakan hacıbektaşoğlu,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,hasan hakan hacıbektaşoğlu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of hakan söyler?,elazığ atatürk stadium,Q1569840,hakan söyler,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,hakan söyler --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of halil akbunar?,elazığ atatürk stadium,Q1571109,halil akbunar,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,halil akbunar --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of çağlayan alpsatan?,elazığ atatürk stadium,Q15855969,çağlayan alpsatan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,çağlayan alpsatan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of muhammed ali doğan?,elazığ atatürk stadium,Q15879323,muhammed ali doğan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,muhammed ali doğan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Veysel Aksu?,elazığ atatürk stadium,Q1622596,Veysel Aksu,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Veysel Aksu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Muhammet Akyildiz?,elazığ atatürk stadium,Q16909049,Muhammet Akyildiz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Muhammet Akyildiz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of kemal tokak?,elazığ atatürk stadium,Q1699998,kemal tokak,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,kemal tokak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Köksal Yedek?,elazığ atatürk stadium,Q1748946,Köksal Yedek,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Köksal Yedek --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of çağlar şahin akbaba?,elazığ atatürk stadium,Q18030084,çağlar şahin akbaba,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,çağlar şahin akbaba --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,"What is the home venue of the team of Kilinc, David?",elazığ atatürk stadium,Q18411280,"Kilinc, David",Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,"Kilinc, David --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium"
pattern_c_team_home_venue,What is the home venue of the team of Zeki Korkmaz?,elazığ atatürk stadium,Q187264,Zeki Korkmaz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Zeki Korkmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mehmet al?,elazığ atatürk stadium,Q1917306,mehmet al,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,mehmet al --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Turkmehmet?,elazığ atatürk stadium,Q1917362,Mehmet Turkmehmet,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Mehmet Turkmehmet --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sözgelmez?,elazığ atatürk stadium,Q1953556,sözgelmez,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,sözgelmez --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of miško mirkovic?,elazığ atatürk stadium,Q1985766,miško mirkovic,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,miško mirkovic --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Kulbilge?,elazığ atatürk stadium,Q2000793,Kulbilge,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Kulbilge --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of nurullah saglam?,elazığ atatürk stadium,Q2005435,nurullah saglam,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,nurullah saglam --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of oguzhan bahadir?,elazığ atatürk stadium,Q2043180,oguzhan bahadir,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,oguzhan bahadir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Richard Kingson?,elazığ atatürk stadium,Q217097,Richard Kingson,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Richard Kingson --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Bahadir Ozturk?,elazığ atatürk stadium,Q22342693,Bahadir Ozturk,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Bahadir Ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,"What is the home venue of the team of ağçay, sedat?",elazığ atatürk stadium,Q2264245,"ağçay, sedat",Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,"ağçay, sedat --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium"
pattern_c_team_home_venue,What is the home venue of the team of tolga özgen?,elazığ atatürk stadium,Q2439273,tolga özgen,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,tolga özgen --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of zulkuf ozer?,elazığ atatürk stadium,Q248064,zulkuf ozer,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,zulkuf ozer --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Volkan Yilmaz?,elazığ atatürk stadium,Q2530816,Volkan Yilmaz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Yusuf Kurtulus?,elazığ atatürk stadium,Q2541960,Yusuf Kurtulus,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ali gutda gokdemir?,elazığ atatürk stadium,Q2619059,ali gutda gokdemir,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of cağlar birinci?,elazığ atatürk stadium,Q272734,cağlar birinci,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Nas?,elazığ atatürk stadium,Q277944,Mehmet Nas,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sedat bayrak?,elazığ atatürk stadium,Q278065,sedat bayrak,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ersan Gueluem?,elazığ atatürk stadium,Q283737,Ersan Gueluem,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Onder Cengel?,elazığ atatürk stadium,Q297605,Onder Cengel,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Özgür Özkaya?,elazığ atatürk stadium,Q307856,Özgür Özkaya,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of murat tosun?,elazığ atatürk stadium,Q327428,murat tosun,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,murat tosun --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Boztepe?,elazığ atatürk stadium,Q327450,Mehmet Boztepe,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Aydin Karabulut?,elazığ atatürk stadium,Q327454,Aydin Karabulut,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Umit Tutunci?,elazığ atatürk stadium,Q334864,Umit Tutunci,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ibrahim kas?,elazığ atatürk stadium,Q343331,ibrahim kas,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of İlker Avcıbay?,elazığ atatürk stadium,Q343801,İlker Avcıbay,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Adem Alkasi?,elazığ atatürk stadium,Q355630,Adem Alkasi,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ahmet Görkem Görk?,elazığ atatürk stadium,Q401848,Ahmet Görkem Görk,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ahmet Şahin (footballer)?,elazığ atatürk stadium,Q402016,Ahmet Şahin (footballer),Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mustafa sarp?,elazığ atatürk stadium,Q426881,mustafa sarp,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of rıdvan şimşek?,elazığ atatürk stadium,Q444822,rıdvan şimşek,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Serdar Gürler?,elazığ atatürk stadium,Q472488,Serdar Gürler,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ali olmez?,elazığ atatürk stadium,Q4725333,ali olmez,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,ali olmez --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sezer badur?,elazığ atatürk stadium,Q479643,sezer badur,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,sezer badur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of bulent bal?,elazığ atatürk stadium,Q5005274,bulent bal,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,bulent bal --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of bülent ertuğrul?,elazığ atatürk stadium,Q526631,bülent ertuğrul,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erhan namlı?,elazığ atatürk stadium,Q5385859,erhan namlı,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Erman Öncü?,elazığ atatürk stadium,Q5389873,Erman Öncü,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ertugrul arslan?,elazığ atatürk stadium,Q5395921,ertugrul arslan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Feridun Sungur?,elazığ atatürk stadium,Q5444316,Feridun Sungur,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Arif Şahin?,elazığ atatürk stadium,Q547786,Arif Şahin,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sinan ozkan?,elazığ atatürk stadium,Q550789,sinan ozkan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of atilla yıldırım?,elazığ atatürk stadium,Q551622,atilla yıldırım,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of guven guneri?,elazığ atatürk stadium,Q5627176,guven guneri,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,guven guneri --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Serdar Ozkan?,elazığ atatürk stadium,Q577265,Serdar Ozkan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of berk yıldız?,elazığ atatürk stadium,Q6085055,berk yıldız,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Hasan Ozer?,elazığ atatürk stadium,Q6091261,Hasan Ozer,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Kemal Ozdes?,elazığ atatürk stadium,Q6095974,Kemal Ozdes,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erman kılıç?,elazığ atatürk stadium,Q617680,erman kılıç,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Tanju Kayhan?,elazığ atatürk stadium,Q634235,Tanju Kayhan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Korhan Ozturk?,elazığ atatürk stadium,Q6432248,Korhan Ozturk,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Taner Yalcin?,elazığ atatürk stadium,Q690145,Taner Yalcin,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Muharrem Uz?,elazığ atatürk stadium,Q6933005,Muharrem Uz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of murat selvi?,elazığ atatürk stadium,Q6937424,murat selvi,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,murat selvi --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of noyan öz?,elazığ atatürk stadium,Q7067345,noyan öz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,noyan öz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Oktay Kuday?,elazığ atatürk stadium,Q7082662,Oktay Kuday,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Deniz Yılmaz?,elazığ atatürk stadium,Q71390,Deniz Yılmaz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mehmet cakir?,elazığ atatürk stadium,Q725766,mehmet cakir,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of atacan ozturk?,elazığ atatürk stadium,Q753135,atacan ozturk,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Taner Demirbas?,elazığ atatürk stadium,Q7682558,Taner Demirbas,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of serdar ozbayraktar?,elazığ atatürk stadium,Q775542,serdar ozbayraktar,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Onur Ayık?,elazığ atatürk stadium,Q776593,Onur Ayık,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Batuhan Karadeniz?,elazığ atatürk stadium,Q811050,Batuhan Karadeniz,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Eser Yağmur?,elazığ atatürk stadium,Q820148,Eser Yağmur,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Murat Kalkan?,elazığ atatürk stadium,Q824377,Murat Kalkan,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of kenan şahin (footballer)?,elazığ atatürk stadium,Q836130,kenan şahin (footballer),Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Birol Hikmet?,elazığ atatürk stadium,Q865827,Birol Hikmet,Q1127498,sanica boru elâzığspor,Q1325035,elazığ atatürk stadium,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
