entity_id,name
Q1004157,Karpogory
Q1004180,"kamenka, mezensky district, arkhangelsk oblast"
Q1004200,"krasnoborsk, arkhangelsk oblast"
Q1004221,"Nova Veneza, Goias"
Q1004223,shilovsky municipal district
Q1004229,"Teixeira, Paraíba"
Q1004428,Márkó Futács
Q1004432,Pozantı
Q1004448,germencik
Q1004454,goele
Q1004462,isionda
Q1004480,Tufanbeyli
Q1004526,"sorgun, yozgat"
Q1004605,dargecit
Q1004613,posof
Q1004614,Stewr
Q1004629,"beth kustan, mardin"
Q1004642,Doğanşehir
Q1004681,Snogebæk
Q1004698,Mariager municipality
Q1004726,Bulut Basmaz
Q1004748,Light heavyweight
Q1004751,felix henrik valdemar christian
Q1004773,emtsa
Q1004793,moschen
Q1004801,Bimmer (film)
Q1004807,Schlobitten
Q1004815,Wilczeta
Q1004818,Tatynia
Q1004891,"panama, goias"
Q1004897,"Crato, Ceará"
Q1004905,"Rybno, Dzialdowo County"
Q1004912,"diorama, goias"
Q1004916,"Nova Aurora, Goias"
Q1005,Islamic Republic of the Gambia
Q1005196,klenovica
Q1005227,Sosnie
Q1005246,Frogenau
Q1005252,kwilcz
Q1005274,"Pępowo, Greater Poland Voivodeship"
Q1005282,Lisewo
Q1005291,powidz
Q1005319,Czernikowo
Q1005332,Podyuga
Q1005346,Privodino
Q1005350,ośno lubuskie
Q1005356,rabka zdroj
Q1005359,Strumień
Q1005384,wolczyn
Q1005394,Ujazd
Q1005403,history of lubawka
Q1005409,Drzewica
Q1005414,strzelno
Q1005419,Twardogóra
Q1005428,primkenau
Q1005435,"dabie, greater poland voivodeship"
Q1005442,Otmuchow
Q1005453,kolonowskie
Q1005464,lidzbark działdowski
Q1005472,"Warta, Town"
Q1005483,Pasym
Q1005492,Slawa
Q1005503,korfantów
Q1005511,krzepice
Q1005521,"gvardeyskoye, kaliningrad oblast"
Q1005533,"jozefowo, suwalki county"
Q1005538,Czerwionka-Leszczyny
Q1005562,Czyze
Q1005611,"szymbark, warmian-masurian voivodeship"
Q1005659,damno
Q1005827,Nekla
Q1005837,Jutrosin
Q1005855,Lubien Kujawski
Q1005862,jerzmanowa
Q1005873,kolbudy
Q1005885,Scharfenort
Q1005905,Lwowek
Q1005931,"Valença, Rio de Janeiro"
Q1005942,"Estancia, Sergipe"
Q1005972,Borek Wielkopolski
Q1006003,rorvig
Q1006039,kazimierz biskupi
Q1006060,Peciszewo
Q1006065,wąsosz
Q1006070,Tigil
Q1006076,kushchyovskaya
Q1006081,drobin
Q1006367,sao jose de ribamar
Q1006445,valeri kleimenov
Q1006446,Henrykow Lubanski
Q1006611,"Kupari, Croatia"
Q1006761,Dalików
Q1006764,Lutomiersk
Q1006772,Ogrodzieniec
Q1006788,mlynary
Q1006802,grzegorzew
Q1006813,miłakowo
Q1006824,Miedzichowo
Q1006846,dominowo
Q1006856,Orchowo
Q1006973,"pawłowice, pszczyna county"
Q1007,Guine–Bissau
Q1007100,GSh-23L
Q1007191,Nowa Brzeźnica
Q1007227,vaksince
Q1007247,"kaczory, pila county"
Q1007282,Zlawies Wielka
Q1007289,koshekhabl
Q1007292,chrzypsko wielkie
Q1007302,damasławek
Q1007321,kazmierz
Q1007342,ksiaz wielkopolski
Q1007355,bartelstädt
Q1007362,kuślin
Q1007378,"Baranow, Greater Poland Voivodeship"
Q1007425,Rrogozhina
Q1007434,frangovo
Q1007440,palatica
Q1007449,Dhërmi
Q1007460,Odri
Q1007469,"Lojane, Lipkovo"
Q1007479,lubraniec
Q1007499,Dolno Tateši
Q1007517,Medulin
Q1007540,Srbinovo Opstina
Q1007545,Galatasaray Lyceum
Q1007556,Kelcyre
Q1007752,Abraao Lincoln Martins
Q1007872,Anderson roberto da silva luiz
Q1007959,Gamereactor
Q1008,Cote d'lvoire
Q1008046,Gani Muratbayev Stadium
Q1008068,Lenderovina
Q1008108,Gorjani
Q1008121,perusic
Q1008152,Thisted
Q1008188,timbiras
Q1008198,salinopolis
Q1008207,Cachoeira Dourada
Q1008215,"Serrinha, Bahia"
Q1008223,"humaitá, rio grande do sul"
Q1008230,"pesqueira, pernambuco"
Q1008236,Taquaral de Goias
Q1008242,"juruti, brazil"
Q1008259,"caetés, pernambuco"
Q1008266,rolândia
Q1008278,"canindé, ceará"
Q1008285,"juruá, amazonas"
Q1008292,Davinópolis
Q1008300,lago da pedra
Q1008311,guapirama
Q1008317,"history of itajá, goiás"
Q1008326,caturai
Q1008332,"Uirapuru, Goiás"
Q1008338,Mamanguape
Q1008345,são luís de montes belos
Q1008360,jussara
Q1008390,Nowe Miasto Korczyn
Q1008761,piaski (powiat świdnicki)
Q1008853,"rudny, kazakhstan"
Q100886,Samuel Crell
Q1008881,gela bezhuashvili
Q1009014,"sarbinowo, lubusz voivodeship"
Q1009091,piltsch
Q10091,Janica Kostelić
Q1009179,fort harrington
Q1009230,Gennadiy Golovkin
Q1009435,george banks (basketball)
Q1009491,zemlya bunge
Q1009505,dzietrzychowo
Q1009517,"Szczawin Koscielny, Masovian Voivodeship"
Q1009521,"siemianice, pomeranian voivodeship"
Q1009554,Witonia
Q1009559,Exhibition Complex Bunker 42
Q1009573,Piskupština
Q1009589,gorna belica
Q1009596,"podgorci, struga"
Q1009652,Pacyna
Q1009896,sarena dzamija
Q1009953,"Vlasikha, Moscow Oblast"
Q1010001,goran trobok
Q1010010,far eastern territory
Q1010100,Klushino
Q1010115,Palekh
Q1010136,karasu district
Q1010149,karazhal
Q1010153,schippenbeil
Q1010157,Burak (name)
Q1010163,Khasan (urban-type settlement)
Q1010205,burak çalık
Q1010206,burak ozsarac
Q1010218,Huenes Marcelo Lemes
Q1010257,Sant Jaume d'Enveja
Q1010262,Giaginski Raion
Q1010299,Navegantes
Q1010342,Ovčara Suhopoljska
Q1010345,"Grodziec, Greater Poland Voivodeship"
Q1010459,"bure, eritrea"
Q1010479,Sincik
Q1010498,"valença, bahia"
Q1010542,45 mm anti-tank gun M1932/38 (20-K)
Q1010573,bureya reservoir
Q1010583,"godów, silesian voivodeship"
Q1010621,"petrovichi, smolensk oblast"
Q1010651,Lorino Rural Settlement
Q1010679,"krzymow, greater poland voivodeship"
Q1010742,aliskerovo
Q1010803,"Volokonovka, Volokonovsky District, Belgorod Oblast"
Q1010829,gola dzierżoniowska
Q101090,13th pope
Q1010929,pavel mif
Q1010931,Kubachi Urban Settlement
Q1010942,Российская маоистская партия
Q1010995,Talnakh
Q1011,Republic of Cabo Verde
Q1011039,Slantchev Bryag
Q1011270,Hendek
Q1011282,Hayrabolu
Q1011290,"haskoy, mus"
Q1011327,Starominskaya
Q1011352,Ciechanów Castle
Q1011358,zamek cieszów
Q10113811,seto people
Q1011553,nowy wiśnicz
Q1011620,kaigal-ool khovalyg
Q1011683,Rodbyhavn
Q1011688,"Malling, Denmark"
Q1011753,polazna
Q1011921,yildizeli
Q1011964,hyssos
Q1011982,"Lutynia, Środa Śląska County"
Q1012060,Goplo
Q1012094,kloštar podravski
Q1012251,gorki film studio
Q1012264,Gornja Jelenska
Q1012291,gornja rijeka (municipality)
Q1012377,wroclaw-fabryczna
Q1012384,Krzyki
Q1012481,"Whitehaven, Cumberland"
Q1012531,xapuri
Q1012541,cristalina
Q1012546,Vespasiano
Q1012550,"lajeado, rio grande do sul"
Q1012576,"humaita, rio de janeiro"
Q1012582,słońsk
Q1012752,albendorf
Q1012764,stomorska
Q1012789,Slatine
Q1012793,Rogač
Q1012824,History of Kadirli
Q1012828,"lice, turkey"
Q1012836,orhangazı
Q1012846,"sandıklı, afyonkarahisar"
Q1012854,Sokia
Q1012887,"ereğli, zonguldak"
Q1012901,Burhaniye
Q1012915,sungurlu
Q1012921,develi
Q1012924,Ceadar-Lunga
Q1012929,"Erzin, Turkey"
Q1012935,"salihli, turkey"
Q1012940,Kirikan
Q1012999,"Pomer, Croatia"
Q1013,🇱🇸
Q10130,Battle of Pantelleria (1942)
Q1013002,dubrava (peljesac)
Q1013004,Liw Castle
Q1013007,Rastoke
Q1013119,Mielno
Q1013127,medvevár
Q1013142,"kijevo, sibenik-knin county"
Q1013147,Rogoznica
Q1013157,Grohote
Q1013171,oprtalj
Q1013183,grisignana
Q1013185,Lopar (Croatia)
Q1013187,ljesljani
Q1013344,"raków, kielce county"
Q1013348,Sudislavl
Q1013422,Ojcow Castle
Q1013430,dybvad
Q1013438,Pechenga (urban-type settlement)
Q1013462,Elmali
Q10135,LibreOffice 3.3.4
Q1013618,radzyn chelminski castle
Q1013707,mário brandão da silveira
Q1013799,Mostishchi
Q1014005,Sobień Castle
Q1014016,sokolac castle
Q1014068,stankovci
Q1014078,ražanac
Q1014083,Sveti Filip i Jakov
Q1014114,dursunbey
Q1014260,Toszek Castle
Q1014296,Provideniya
Q1014299,Hanak
Q1014307,trzan castle in modrus
Q1014312,czocha castle
Q1014331,"Donskoye, Svetlogorsky District, Kaliningrad Oblast"
Q1014350,"Ushakovo, Novomoskovsky Rural Okrug, Guryevsky District, Kaliningrad Oblast"
Q1014431,Vordingborg Castle
Q101451,emanuel von schimonsky
Q1014572,Trebschen
Q1014699,history of demir kapija
Q1014744,świny castle
Q1014822,Legrad
Q1014942,Bledzew
Q1014982,Tymbark
Q10150,esc 2004
Q1015000,Goerbersdorf
Q1015028,Warcino
Q1015036,Skarszewy
Q1015075,skomielna biała
Q1015152,dzialoszyn
Q1015157,czarne
Q1015160,Tschersk
Q1015165,korsze
Q1015172,Sulejow
Q1015225,piazza albania
Q101530,wieluń
Q1015322,Kumlu
Q1015339,Santok
Q1015392,vester hassing
Q1015486,psie pole
Q1015617,Yoros castle
Q1015621,wenecja castle
Q1015741,vasilyevo urban settlement
Q101575,powiat of poznan
Q1015780,Pirai
Q101595,Rogaliński Park Krajobrazowy
Q1015958,Praia do forte
Q1016,Lybya
Q101601,puszcza zielonka
Q1016085,lubiaz
Q101619,Park Krajobrazowy Promno
Q1016271,Burhan Eser
Q1016283,Burhan Sargun
Q1016305,Burim Kukeli
Q1016309,Kolbaskowo
Q1016313,un/locode:dkvjn
Q1016336,buryat-mongol assr
Q101635,Wielkopolski Park Narodowy
Q1016361,Burkat
Q1016576,"Elling, Denmark"
Q1016582,Trzebież
Q10166087,2017-18 danish 2nd division
Q1016643,"Soure, Para"
Q1016657,burma vj
Q1016690,haslev
Q1016699,baumgarten & burmeister
Q1016717,selenginsk
Q1016744,Burnayev Mosque
Q1016816,sovinje
Q1016967,Bursa Atatuerk stadium
Q1017,Tacheny
Q1017012,Smilowitz
Q101704,myszyniec
Q1017101,"Timon, Maranhão"
Q1017178,chufut-kale
Q1017194,ferfer
Q101730,1998 Fifa World Cup
Q101740,Benoit B. Mandelbrot
Q101751,world cup usa 94
Q1017591,"Bank Square, Warsaw"
Q1017615,Glamoc
Q1017682,busscar ônibus
Q1017756,Golovinsky District
Q1017790,Ochota
Q1017892,sesvete
Q1017897,srpska kostajnica
Q1017898,Vidoši
Q1017902,Monastery of Zitomislic
Q1017907,novi travnik
Q1017912,bužim
Q1017918,Skakava Donja
Q1017926,kalesija (kalesija)
Q1017931,Grude
Q1017933,"Butka, Russia"
Q1017935,Turbe (Travnik)
Q1017938,donji vakuf
Q1017941,Dužice
Q1017946,vogošća
Q1017950,Fojnica
Q1017952,"Gračanica, Bosnia and Herzegovina"
Q1017960,Novo Sarajevo
Q1017965,Vareš
Q1017969,uzarici
Q1017976,lukavac
Q1017981,tržac (cazin)
Q1017984,Butmir Culture
Q1017988,Vlasenica
Q1018000,kiseljak (kiseljak)
Q1018006,Vitez (BiH)
Q1018007,butovo firing range
Q1018010,Sidi Barrani
Q1018016,ljubuski
Q1018024,Kladanj
Q1018191,Petrovec Opstina
Q1018222,butyrka prison
Q101825,wielkie luki
Q1018298,Vychegodskiy
Q1018327,Buzalkovo
Q1018392,nakhabino
Q1018416,Buślary
Q1018470,Byczen
Q1018491,bye bye bluebird
Q1018495,rayevsky (rural locality)
Q1018529,"bykovo, moscow oblast"
Q1018538,"Bylica, West Pomeranian Voivodeship"
Q1018544,Koinon of the Bylliones
Q1018561,Redzikowo
Q101859,vfw wolfsburg
Q1018611,lumbarda
Q1018619,"Dvor, Croatia"
Q1018626,Donji Lapac
Q1018629,pilar (village)
Q1018636,velika obarska
Q1018647,dubrovačko primorje
Q1018664,vizinada
Q1018672,kraljevska sutjeska
Q1018675,Bystrzyca (Odra)
Q1018677,rabac
Q1018678,Bystrzyna
Q1018714,"privlaka, zadar county"
Q1018786,Višni
Q1018790,Bzinica Stara
Q1018791,ložani
Q1018797,Lakaica
Q1018800,"bzowo, pomeranian voivodeship"
Q1018808,mali vlaj
Q1018824,Rudo (municipality)
Q1018835,"Visoko, Varazdin County"
Q1018841,Wegierska Gorka
Q1018868,Zhetikara
Q1018906,postronna
Q1018998,"taming of the fire (film, 1972)"
Q1019,repoblikan'i madagasikara
Q1019112,tanowo
Q1019119,Dobra Szczecińska
Q1019126,store heddinge
Q1019136,kirke hvalsø
Q1019141,Ust-Koksa
Q1019199,veshnyaki district
Q1019229,prince vasily alexandrovich of russia
Q1019322,bågø
Q1019377,Shakhtinsk
Q1019392,Makinsk
Q1019405,"priozersk, kazakhstan"
Q1019411,"Jednorozec, Poland"
Q1019438,uchkeken
Q1019470,Skive (Denmark)
Q1019481,UN/LOCODE:DKNYM
Q1019490,radziechowy
Q10195,Zayse
Q1019502,Nibe
Q1019505,nowe miasto airfield
Q101959,VfL Borussia Moenchengladbach
Q1019640,vargem grande
Q1019810,Ermentau
Q1019816,Pietrowice Wielkie
Q1019915,Sivri-Hissar
Q1019922,Poetuerge
Q1019983,copenhagen stock exchange
Q1019997,Nizhneangarsk Urban Settlement
Q1020011,Lavrentiya
Q1020017,Chita-46
Q1020031,UN/LOCODE:DKHUN
Q1020039,luchegorsk
Q1020136,wola (dzielnica warszawy)
Q1020157,Narym
Q1020211,the wave in vejle
Q1020215,Bølling sø
Q1020221,Borge Frederiksen
Q1020222,Borge Gissel
Q1020237,Børkop Municipality
Q1020259,Mys Smidta
Q1020269,"olchówka, podlaskie voivodeship"
Q1020388,"Skolkovo, Moscow Oblast"
Q1020408,Corupá
Q10204102,2017–18 Danish Cup
Q1020414,mafra (santa catarina)
Q1020425,kruklanki
Q1020434,"Kozielice, Pyrzyce County"
Q1020457,Nadarzyn
Q1020469,grzechotki
Q1020484,Satbayev (city)
Q1020487,"Urdoma, Lensky District, Arkhangelsk Oblast"
Q1020492,Zubova Polyana
Q1020495,Paniowki
Q1020528,Büsein River
Q1020642,"Haymana, Ankara"
Q1020646,"çankaya, ankara (district)"
Q1020662,bülent (first name)
Q1020663,kızılcahamam district
Q1020672,Bülent Arınç
Q1020675,Bülent Cevahir
Q1020683,Bülent Kocabey
Q1020698,buelent uygun
Q102079,Rachel Duebendorfer
Q1020859,"Suto Orizari Opstina, Republic of Macedonia"
Q1020867,"Orasac, Croatia"
Q1020873,silaš
Q1020878,Donja Gata
Q1020883,Cista Provo
Q1020888,"Drvenik, Split-Dalmatia County"
Q1020911,trpanj
Q1020918,kayerkan
Q1020920,sanica
Q1020978,Ust-Omchug
Q1021006,yertsevo
Q1021007,Stara Kiszewa
Q1021021,"Główczyce, Pomeranian Voivodeship"
Q1021028,Kolczyglowy
Q1021031,"History of Morganton, North Carolina"
Q1021035,"Chmielno, Pomeranian Voivodeship"
Q1021046,Szemud
Q1021047,wielka nieszawka
Q1021058,"przywidz, pomeranian voivodeship"
Q1021065,Lubuń
Q1021091,"Sierakowice, Pomeranian Voivodeship"
Q1021100,liniewo
Q1021220,Kecioeren
Q1021223,Kamień Krajeński
Q1021225,"stezyca, pomeranian voivodeship"
Q1021229,choczewo commune
Q1021232,Nożyno
Q1021235,suleczyno
Q1021240,przodkowo
Q1021246,"wicko, pomeranian voivodeship"
Q1021252,Jastrzębia Góra
Q1021258,Gardna Wielka
Q1021263,chociwel
Q1021267,dziemiany
Q1021272,okonek
Q1021277,"ikast, denmark"
Q1021282,Nowy Staw
Q1021286,suchań
Q1021291,"lipnica, pomeranian voivodeship"
Q1021294,Krzyż Wielkopolski
Q1021297,Charbrowo
Q1021302,swornegacie
Q1021308,Schmolsin
Q1021313,karznica
Q1021381,civic platform (russia)
Q102139,queen margrethe ii of denmark
Q102152,Volokolamsk Urban Settlement
Q1021569,melnica (čaška)
Q1021579,Velipoja
Q1021607,Valbonë
Q1021618,Radolišta
Q1021679,Vinisce
Q1021711,seaside resort
Q1021749,Poltavskaya (rural locality)
Q1021756,"tulsky, republic of adygea"
Q1021761,gąsawa
Q1021768,tašmaruništa
Q1021770,Hreljin
Q1021788,Moroišta
Q1021793,"gorenci, debarca"
Q1021796,porto palermo
Q1021800,Leskovik
Q1021802,dugopolje
Q1021804,"Lukovo, Macedonia"
Q1021806,pakoštane
Q1021818,Bay of Adramyttium
Q1021848,loviste
Q1021872,great unity party
Q1021909,bruna tenorio
Q1021978,tuchomie
Q1021998,"Bądki, Warmian-Masurian Voivodeship"
Q1022,stuttgard
Q1022004,"Bakow, Kluczbork County"
Q1022084,"blazejowice, silesian voivodeship"
Q1022088,"Błonie, Łęczyca County"
Q1022090,blotnica strzelecka
Q1022096,bladkowo
Q1022100,"błędowo, warmian-masurian voivodeship"
Q102217,Vitsebsk
Q1022230,Oguzeli
Q1022236,cılavuz
Q1022239,Elbegendi
Q1022281,Chernomorets
Q1022292,"dombay, karachay–cherkess republic"
Q1022432,"Mesquita, Minas Gerais"
Q1022458,Jaragua
Q1022744,frkljevci
Q1022855,Forum Horsens Stadion
Q1022919,Hermann Aichinger
Q1022950,niegosławice commune
Q1022956,"gmina lubrza, lubusz voivodeship"
Q1023028,Hoop CCC Polsat
Q102307,Vyazma
Q1023133,susurluk
Q1023140,osmangazi
Q1023145,köylühisar
Q1023153,maidos
Q102317,"Kielce, Poland"
Q1023212,Cdp.pl
Q1023265,"Keban (District), Elazig"
Q1023286,Gercus
Q1023301,Kamacha
Q102331,Doctor Socrates
Q1023317,nazimiye
Q1023322,Eğil
Q102334,Dmitrov
Q102335,Leni Alexander
Q102346,yelets
Q1023462,stare kurowo commune
Q1023463,Charlottenburger FC Hertha 06
Q102350,Oberbeuthen
Q1023551,federal highway m53
Q1023609,iultin
Q102364,"yelnya, yelninsky district, smolensk oblast"
Q102365,Pernau
Q1023746,Gorzno
Q1023748,roketsan cirit
Q1023760,Nowogród Bobrzański
Q1023933,Bukowina-Osiedle
Q1023935,"Mednoye, Tver Oblast"
Q102397,History of Miskolc
Q1024116,srbljani
Q1024181,pushkin house
Q1024230,"Navlya, Bryansk Oblast"
Q1024264,Clube de regatas brasil
Q102435,Kalach-on-the-Don
Q1024402,CSO 1919 Amnéville
Q102445,Kovrov Urban Okrug
Q1024463,cs concordia chiajna
Q1024659,History of Debre Marqos
Q1024665,bitola airport
Q1024687,Medvedevo Urban Settlement
Q102469,Abaza Urban Okrug
Q1024726,Fažana
Q1024733,Seymchan (urban-type settlement)
Q1024738,Evensk
Q1024826,ak-104
Q1024894,"costa rica, mato grosso do sul"
Q1024914,Cabo de la Nao
Q1025,موريتانيا
Q1025013,Lovozersky (pogost)
Q1025130,Farsø Municipality
Q1025145,Verkhniye Kigi
Q1025152,Rudziniec
Q1025156,Komprachcice
Q1025163,Sattar Bahlulzadeh
Q1025165,st. annaberg
Q1025179,koszecin
Q102521,Adygeysk Urban Okrug
Q1025253,komancza
Q1025299,Milosław
Q1025302,Jelcz-Laskowice
Q1025304,stronie śląskie
Q1025309,glogów malopolski
Q1025311,Kunów
Q1025316,Laehn
Q1025320,Kosow Lacki
Q1025323,szczytna
Q1025330,Wormditt
Q1025336,"Józefów, Biłgoraj County"
Q1025348,Hellebaek
Q1025350,"Revda, Murmansk Oblast"
Q1025378,gram (denmark)
Q1025382,caemi
Q1025410,Damal
Q1025421,koesk
Q1025489,Caetano lima dos santos
Q1025750,chrząchów
Q1025753,"Vila Boa, Goias"
Q1025757,"Jussara, Parana"
Q1025760,"Humaita, Amazonas"
Q1025764,"são domingos, goiás"
Q1025767,"morrinhos, goiás"
Q1025769,"Piranhas, Goiás"
Q1025775,Cahit
Q1025777,cahit karakaş
Q1025792,Cahors (AOC)
Q1025808,Karkaraly
Q1025836,tomilino
Q1025864,grunwald
Q1025866,ust-nera urban settlement
Q1025875,Czerwińsk
Q1025881,Olenyok (rural locality)
Q1025893,"Roslyakovo, Murmansk Oblast"
Q1025898,"Ola, Russia"
Q1025907,"Muzhi, Yamalo-Nenets Autonomous Okrug"
Q1025918,Ghunib
Q1025933,"Kaduy, Vologda Oblast"
Q1025959,Cairns Group
Q10259777,Maria Wasiak
Q1025983,"Zavodskoy, Republic of North Ossetia-Alania"
Q1026,ethnic poles
Q10260005,copa governador de mato grosso
Q10260174,copa sul
Q102603,aleysk urban okrug
Q10260358,2014 copa do nordeste
Q10260362,1937 Copa dos Campeões Estaduais
Q10260365,torneio dos campeoes 1967
Q10260438,danielgsouza/cora rónai
Q10260499,Coração Alado
Q10260512,Coracao de Estudante
Q10260600,corinthians santo andre
Q10260604,corinthians steamrollers
Q10260617,coritiba crocodiles
Q1026062,Гурзуф
Q10260708,Corpo a Corpo
Q10260893,Corrida do Ouro
Q10261135,cosac naify
Q10261631,cristiano araujo
Q10261637,christiano felicio
Q10261642,Cristiano Lima da Silva
Q10261662,Cristina Beer
Q10261905,Cruzeiro Esporte Clube (PB)
Q10262079,cubango (niterói)
Q1026209,smetowo graniczne
Q10262093,cuca legal
Q1026211,Lubichowo
Q10262415,curitiba zero grau
Q10262437,cursino
Q10262855,Carmen Santos
Q10262856,Carmen Costa
Q10262862,cássia linhares
Q10262875,Cassio Vasconcellos
Q10262879,cátia fonseca
Q10262997,Cândido Vaccarezza
Q10263001,Cândido da Fonseca Galvão
Q10263006,guartelá canyon
Q10263119,César Ladeira
Q10263430,Córregos
Q10263489,D.B. Brinquedos
Q10263615,DMN (group)
Q10263686,Dado Cavalcanti
Q10263731,daiene dias
Q10263747,daisy diamond
Q1026376,"campo largo, paraná"
Q10263789,dalmo gaspar
Q10263798,daltro menezes
Q10263809,dalva e herivelto: uma canção de amor
Q10263920,daniel boaventura
Q10263934,Daniel Dantas (actor)
Q10263976,daniel munduruku
Q10264028,daniela arbex
Q10264042,daniela polzin
Q10264047,Q10264047
Q10264060,danielle zangrando
Q10264062,DanielGSouza/Danilo Beyruth
Q10264268,darlene glória
Q10264359,Davi Alcolumbre
Q10264369,davi rossetto
Q1026440,vladimir alexandrovich alikin
Q10264499,de corpo e alma (telenovela)
Q10264518,De Pernas pro Ar 2
Q10264613,Debby Lagranha
Q10264634,decadência
Q10264697,Rodolfo Brandão
Q10264786,deivid willian da silva
Q10264823,Delcídio do Amaral
Q10264854,delfim peixoto
Q1026493,brave woman
Q1026496,tvp polonia
Q10265027,Den store badedag
Q10265086,denise del vecchio
Q10265411,1982 taba fairchild fh-227 accident
Q10265651,Despedida de Solteiro
