subject_id,subject_name,relation_id,relation_name,object_id,object_name
Q3337661,necip okaner,P19,place of birth,Q16869,constantinopolis
Q727163,fevzi zemzem,P106,occupation,Q937857,Association football player
Q692122,serkan şahin,P106,occupation,Q937857,Association football player
Q15224689,kubilay aktaş,P19,place of birth,Q142,iso 3166-1:fr
Q175335,mahmut hanefi erdoğdu,P54,member of sports team,Q1369461,sakaryaspor
Q644315,nadir çiftçi,P54,member of sports team,Q192873,dundee hibernian f.c.
Q388072,sahin aygunes,P31,instance of,Q5,Huamn
Q1369009,Tolgahan Acar,P54,member of sports team,Q1423118,Goztepe S.K.
Q5058726,Cemil Mengi,P54,member of sports team,Q472707,pazarspor
Q725766,mehmet cakir,P54,member of sports team,Q301332,Kardemir Karabukspor
Q775542,serdar ozbayraktar,P54,member of sports team,Q748445,Eskisehirspor
Q21622906,Selin Sivrikaya,P641,sport,Q2736,futebol
Q919302,Lefter Kuecuekandonyadis,P106,occupation,Q628099,Association football manager
Q2348956,Orhun Ene,P31,instance of,Q5,Huamn
Q962251,erdi oner,P19,place of birth,Q35997,"ismir, turkey"
Q1187845,Deniz Kadah,P54,member of sports team,Q782387,fc oberneuland ii
Q4680624,Adanaspor Basketbol,P641,sport,Q5372,baksetball
Q401921,ahmet saglam,P54,member of sports team,Q1423118,Goztepe S.K.
Q962251,erdi oner,P54,member of sports team,Q1423118,Goztepe S.K.
Q565412,sezer öztürk,P413,position played on team / speciality,Q193592,Right-half
Q3647195,burak eris,P54,member of sports team,Q1386892,fc blazers
Q10434601,i̇lker erbay,P54,member of sports team,Q4285478,etimesgut şekerspor
Q550752,Murat Yildirim (footballer),P27,country of citizenship,Q43,turkiye
Q206664,Onur Cenik,P106,occupation,Q937857,Association football player
Q771678,orhan gülle,P54,member of sports team,Q372599,Sivasspor
Q1333501,Yigitcan Erdogan,P27,country of citizenship,Q43,turkiye
Q15787808,berkan emir,P54,member of sports team,Q608122,kayserispor
Q832172,Cihan Yilmaz,P27,country of citizenship,Q183,Germanz
Q156638,Halil Altıntop,P54,member of sports team,Q8466,bavaria kaiserslautern
Q20744379,Onur Capin,P106,occupation,Q937857,Association football player
Q791567,bayrampaşa,P17,country,Q43,turkiye
Q18667689,Selda Akgoz,P54,member of sports team,Q20988352,Fomget Gençlik ve Spor
Q432213,Ceyda Aktas,P19,place of birth,Q3640,"Angora, Turkey"
Q832705,Tayfun Pektürk,P54,member of sports team,Q647893,sv westmark 05 trier
Q47108,Tutku Açık,P31,instance of,Q5,Huamn
Q174045,Ozgur Cek,P54,member of sports team,Q1636019,alanyaspor
Q16632351,i̇brahim demir,P19,place of birth,Q388995,Trabzon Province
Q2641463,eray i̇şcan,P54,member of sports team,Q495299,Galatasaray F.C.
Q3640055,Billy Mehmet,P54,member of sports team,Q1536543,Tampines Rovers Football Club
Q2541960,Yusuf Kurtulus,P54,member of sports team,Q1127498,sanica boru elâzığspor
Q16908483,muhammed akarslan,P31,instance of,Q5,Huamn
Q1152151,Özkan Yildirim,P118,league,Q82595,fussball bundesliga
Q2135156,Recep Aydın,P54,member of sports team,Q343957,i̇negölspor
Q113245,Murat Yakın,P106,occupation,Q937857,Association football player
Q764149,cenk guvenc,P54,member of sports team,Q643107,Denizlispor
Q832137,Osman Tarık Çamdal,P641,sport,Q2736,futebol
Q4683922,adnan süvari,P641,sport,Q2736,futebol
Q981326,Ferhat Kaplan,P54,member of sports team,Q7855167,Turkey national under-19 football team
Q1674041,Sakıb Aytaç,P31,instance of,Q5,Huamn
Q15781883,ahmet aras,P54,member of sports team,Q1676156,Izmirspor
Q16908994,Yunus Emre Yalcin,P27,country of citizenship,Q43,turkiye
Q860285,bilal kisa,P54,member of sports team,Q556570,buyuksehir belediye ankaraspor
Q16210625,Ekrem Boyali,P27,country of citizenship,Q43,turkiye
Q1603268,Hilmi Mihci,P54,member of sports team,Q1071713,vsv (velsen)
Q1610479,sancak kaplan,P54,member of sports team,Q857938,i̇stanbul büyükşehir belediyespor (football team)
Q454410,murat duruer,P31,instance of,Q159979,Dizygotic Twins
Q1351037,Turgutluspor,P17,country,Q43,turkiye
Q5444316,Feridun Sungur,P413,position played on team / speciality,Q336286,Defender (association football)
Q401817,Ahmet Dursun,P54,member of sports team,Q492826,mke ankaraguecue
Q7560940,Soner Ergençay,P31,instance of,Q5,Huamn
Q18221012,Mahmut Akan,P106,occupation,Q937857,Association football player
Q445507,emre güral,P54,member of sports team,Q495299,Galatasaray F.C.
Q823876,serkan atak,P54,member of sports team,Q285722,Gaziantepspor
Q401786,Ahmet Burak Solakel,P413,position played on team / speciality,Q336286,Defender (association football)
Q2479841,kaçmaz akgün,P19,place of birth,Q3640,"Angora, Turkey"
Q202345,David Durmaz,P106,occupation,Q937857,Association football player
Q17432101,muhammed alperen uysal,P27,country of citizenship,Q43,turkiye
Q824423,soner uysal,P27,country of citizenship,Q43,turkiye
Q17612189,orkan cinar,P31,instance of,Q5,Huamn
Q433099,Erhan Senturk,P54,member of sports team,Q520207,Diyarbakirspor
Q6054815,selahattin torkal,P106,occupation,Q937857,Association football player
Q5844,aslı çakir,P19,place of birth,Q6487,attalea in pamphylia
Q7881870,umut kekilli,P54,member of sports team,Q695008,vfr 04 köln
Q6023123,okan çevik,P31,instance of,Q5,Huamn
Q1401328,mert günok,P19,place of birth,Q189697,History of Karabük
Q18085174,niğde belediyespor,P118,league,Q1470401,TFF Third League
Q6059086,Mehmet Resat Nayir,P19,place of birth,Q406,istanbul (turkey)
Q4740644,türkiye amatör futbol şampiyonası,P641,sport,Q2736,futebol
Q646042,Murat Sahin,P31,instance of,Q5,Huamn
Q18221012,Mahmut Akan,P31,instance of,Q5,Huamn
Q348199,Mehmet Topal,P54,member of sports team,Q1624749,Turkey U-21
Q15306277,atabey cicek,P54,member of sports team,Q7855039,turkey national under-23 football team
Q1786335,1959–60 Turkish National League,P17,country,Q43,turkiye
Q6943251,Mustafa Cevahir,P54,member of sports team,Q344328,i̇stanbulspor a.ş.
Q13410316,Ethem Sarısülük,P131,located in the administrative territorial entity,Q216912,Muğla
Q822762,kerem demirbay,P27,country of citizenship,Q183,Germanz
Q1398118,fatih yigen,P31,instance of,Q5,Huamn
Q7386936,rıza şen,P54,member of sports team,Q138230,Kasımpaşa S.K.
Q6943982,Mutlu Dervişoğlu,P54,member of sports team,Q424646,A. Sebatspor
Q953983,suat mamat,P413,position played on team / speciality,Q193592,Right-half
Q3162922,Tugay Kaçar,P27,country of citizenship,Q43,turkiye
Q793319,aytaç sulu,P27,country of citizenship,Q43,turkiye
Q344206,mehmet yilmaz (striker),P54,member of sports team,Q192641,trabzonspor
Q524050,emine ülker tarhan,P106,occupation,Q16533,Judge (United States)
Q207005,ziya erdal,P54,member of sports team,Q1842638,Kırşehirspor
Q166882,istanbul sapphire,P131,located in the administrative territorial entity,Q406,istanbul (turkey)
Q307916,özlem başyurt,P641,sport,Q2736,futebol
Q2541960,Yusuf Kurtulus,P54,member of sports team,Q192641,trabzonspor
Q573111,Serkan Çalık,P19,place of birth,Q3939,Dinslaken
Q444822,rıdvan şimşek,P54,member of sports team,Q43710,mp antalyaspor
Q1440540,Onur Tuncer,P54,member of sports team,Q5443324,fenerbahçe s.k. a2
Q438822,alper akçam,P31,instance of,Q5,Huamn
Q7116774,Oğuz Çalışkan,P106,occupation,Q937857,Association football player
Q6045389,Konak Belediyesi,P641,sport,Q2736,futebol
Q215577,Eren Derdiyok,P413,position played on team / speciality,Q280658,Centre Forward
Q3033290,"Bilgili, Serdar",P641,sport,Q2736,futebol
Q297487,Ömer Kulga,P54,member of sports team,Q1351014,Bugsasspor
Q2401592,hakkı uzun,P413,position played on team / speciality,Q308879,Small forward (basketball)
Q14863299,arzu karabulut,P27,country of citizenship,Q183,Germanz
Q1053252,Cem Can,P413,position played on team / speciality,Q193592,Right-half
Q5640551,Hakkı Yeten,P413,position played on team / speciality,Q280658,Centre Forward
Q6100927,Seyit Cem Ünsal,P54,member of sports team,Q482406,Anyang LG Cheetahs
Q822762,kerem demirbay,P54,member of sports team,Q51974,hamburg sv
Q1588116,Hasan Erbey,P641,sport,Q2736,futebol
Q16908483,muhammed akarslan,P54,member of sports team,Q5443324,fenerbahçe s.k. a2
Q297604,Önder Turaci,P54,member of sports team,Q608122,kayserispor
Q4916925,Birol Pekel,P413,position played on team / speciality,Q280658,Centre Forward
Q716673,Kemal Aslan,P106,occupation,Q937857,Association football player
Q297605,Onder Cengel,P54,member of sports team,Q1170018,Kartalspor
Q1372805,Suat Kaya,P54,member of sports team,Q495299,Galatasaray F.C.
Q1010206,burak ozsarac,P54,member of sports team,Q641373,gençlerbirligi sk
Q944236,orhan cikirikci,P19,place of birth,Q206903,lozengrad
Q187256,zeki ayvaz,P27,country of citizenship,Q43,turkiye
Q3334021,müslüm aydoğan,P54,member of sports team,Q806415,Bandirmaspor
Q1720957,Kadir Keleş,P54,member of sports team,Q7855167,Turkey national under-19 football team
Q15493338,gokhan karadeniz,P54,member of sports team,Q192641,trabzonspor
Q384801,мирсад туркџан,P54,member of sports team,Q1139271,BC Dynamo Moscow
Q792999,Aykut Yigit,P20,place of death,Q210292,Yuzgad
Q782070,oktay derelioglu,P54,member of sports team,Q430107,Samsunspor
Q5418784,Evren Erdeniz,P54,member of sports team,Q1423118,Goztepe S.K.
Q178545,Vedat İnceefe,P413,position played on team / speciality,Q336286,Defender (association football)
Q1326381,sezer özmen,P413,position played on team / speciality,Q336286,Defender (association football)
Q6087377,bayram bektaş,P54,member of sports team,Q172567,Besiktas Jk
Q322906,necat aygün,P641,sport,Q2736,futebol
Q1339593,Emre Turan,P27,country of citizenship,Q43,turkiye
Q14659729,Ozan Papaker,P54,member of sports team,Q999346,Ofspor
Q3067213,Fatih Atık,P19,place of birth,Q1364743,Gleizé
Q823959,"selçuk şahin (footballer, born 1983)",P27,country of citizenship,Q43,turkiye
Q22003375,Muhammet Besir,P27,country of citizenship,Q43,turkiye
Q757107,2005 european cup final,P276,location,Q221122,atatuerk olimpiyat stadi
Q16225875,Ceren Nurlu,P54,member of sports team,Q1385152,turkey women's national under-19 football team
Q1414112,Filiz Koç,P27,country of citizenship,Q43,turkiye
Q1033114,Caner Ağca,P54,member of sports team,Q929360,mersin i̇.y
Q71403,Ugur Inceman,P118,league,Q82595,fussball bundesliga
Q19519732,Metin Türen,P641,sport,Q5372,baksetball
Q5678101,Hasan Ahmet Sari,P27,country of citizenship,Q43,turkiye
Q1955553,mustafa kayabasi,P54,member of sports team,Q641373,gençlerbirligi sk
Q15410709,Kemal Yıldırım,P54,member of sports team,Q4300768,gebzespor
Q800230,bahattin köse,P54,member of sports team,Q417685,Akhisar Belediyespor
Q5627176,guven guneri,P19,place of birth,Q406,istanbul (turkey)
Q725619,Bilal Aziz Ozer,P54,member of sports team,Q483741,Anadolu Selçukluspor
Q6932987,Muhammet Hanifi Yoldaş,P54,member of sports team,Q1624749,Turkey U-21
Q156638,Halil Altıntop,P31,instance of,Q5,Huamn
Q18765,burak yilmaz,P54,member of sports team,Q172567,Besiktas Jk
Q865827,Birol Hikmet,P54,member of sports team,Q1543501,Giresunspor
Q5372601,Emirhan Ergün,P54,member of sports team,Q3543762,galatasaray a2
Q4059038,Devran Ayhan,P641,sport,Q2736,futebol
Q44118,hamit altintop,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q298448,gokhan inler,P27,country of citizenship,Q43,turkiye
Q727531,Márcio Ferreira Nobre,P413,position played on team / speciality,Q280658,Centre Forward
Q1953531,murat ceylan,P27,country of citizenship,Q43,turkiye
Q662673,Volkan Yaman,P54,member of sports team,Q324983,SV Heimstetten
Q453996,veysel cihan,P27,country of citizenship,Q43,turkiye
Q2043178,oguzhan azgar,P27,country of citizenship,Q43,turkiye
Q1699998,kemal tokak,P54,member of sports team,Q285722,Gaziantepspor
Q198255,yakup bugun,P54,member of sports team,Q447191,Altinordu Spor Kulubu
Q862773,oğuzhan türk,P54,member of sports team,Q875120,Sc Cambuur Leeuwarden
Q202569,belözoğlu emre,P106,occupation,Q937857,Association football player
Q2661398,kayseri arena,P17,country,Q43,turkiye
Q180924,abdurrahman dereli,P54,member of sports team,Q372599,Sivasspor
Q448297,Ayhan Akman,P1344,participant of,Q131239,2000 European Football Championship
Q359806,necmi perekli,P413,position played on team / speciality,Q280658,Centre Forward
Q558754,kerem inan,P54,member of sports team,Q388487,şanlıurfa s.k.
Q317678,Abdullah Karmil,P54,member of sports team,Q352270,adanaspor
Q643107,Denizlispor,P641,sport,Q2736,futebol
Q1369461,sakaryaspor,P118,league,Q1141692,Bank Asya 1.League
Q3593950,i̇smet uluğ,P1344,participant of,Q8138,The 1928 Summer Olympics
Q6096283,halil eren,P54,member of sports team,Q891679,Boluspor
Q831872,Volkan Altın,P413,position played on team / speciality,Q193592,Right-half
Q1892066,Altıparmak,P54,member of sports team,Q176795,Karşıyaka S.K.
Q4666021,Abdullah Kiğılı,P641,sport,Q2736,futebol
Q19610875,Ugurcan Cakir,P413,position played on team / speciality,Q201330,Association football goalkeeper
Q13572006,deniz turuc,P54,member of sports team,Q221927,de graafschap
Q2927417,Bucaspor Ladies Football Team,P641,sport,Q2736,futebol
Q334886,Umit Ozat,P54,member of sports team,Q1536956,Kecioerenguecue
Q700319,taner ari,P31,instance of,Q5,Huamn
Q807762,Barbaros Barut,P54,member of sports team,Q352270,adanaspor
Q7908591,Vahap Ozaltay,P31,instance of,Q5,Huamn
Q424750,Akin Vardar,P27,country of citizenship,Q43,turkiye
Q323933,Muhammed Akaguenduez,P54,member of sports team,Q513840,Konya Idman Yurdu
Q946447,Erkin Caner,P54,member of sports team,Q176371,OPPV Moscow
Q3590479,turkey national under-17 football team,P31,instance of,Q4140371,Turkey national under-18 football team
Q6069786,Refik Osman Top,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q1333501,Yigitcan Erdogan,P54,member of sports team,Q352251,Adana Demirspor
Q358987,murat hacioglu,P54,member of sports team,Q643107,Denizlispor
Q551622,atilla yıldırım,P27,country of citizenship,Q43,turkiye
Q792977,aykut demir,P54,member of sports team,Q641373,gençlerbirligi sk
Q6809649,mehmet kiskac,P641,sport,Q2736,futebol
Q3915789,volkan dikmen,P27,country of citizenship,Q183,Germanz
Q272734,cağlar birinci,P54,member of sports team,Q608122,kayserispor
Q3552825,uğur aktaş (footballer),P413,position played on team / speciality,Q193592,Right-half
Q714112,Artun Akcakin,P54,member of sports team,Q6062228,Ümraniyespor
Q787437,Necati Ates,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q448297,Ayhan Akman,P31,instance of,Q5,Huamn
Q15712806,Erman Bulucu,P641,sport,Q2736,futebol
Q700319,taner ari,P19,place of birth,Q136217,Upper armenia in the middle ages
Q388687,Sehmus Ozer,P413,position played on team / speciality,Q193592,Right-half
Q1322532,Tolga Unlu,P54,member of sports team,Q417685,Akhisar Belediyespor
Q525240,Muslum Yelken,P31,instance of,Q5,Huamn
Q15363466,Tuğrul Erat,P413,position played on team / speciality,Q193592,Right-half
Q5389646,Erkan Veyseloğlu,P27,country of citizenship,Q43,turkiye
Q1372805,Suat Kaya,P106,occupation,Q628099,Association football manager
Q1114411,egemen korkmaz,P54,member of sports team,Q1170018,Kartalspor
Q16842542,kdz. ereğlispor,P17,country,Q43,turkiye
Q16225880,seval kirac,P54,member of sports team,Q18128942,turkey women's national under-17 football team
Q1010205,burak çalık,P641,sport,Q2736,futebol
Q4816708,nagihan,P641,sport,Q542,Athletics (European)
Q5511809,Firat Akkoyun,P54,member of sports team,Q1636019,alanyaspor
Q284155,uğur demirkol,P54,member of sports team,Q556570,buyuksehir belediye ankaraspor
Q7905366,ugur arslan kuru,P54,member of sports team,Q6601875,fenerbahçe s.k. (football)
Q317678,Abdullah Karmil,P27,country of citizenship,Q43,turkiye
Q719346,Hasan Kabze,P27,country of citizenship,Q43,turkiye
Q836130,kenan şahin (footballer),P54,member of sports team,Q891679,Boluspor
Q1518594,1992-93 1.lig,P17,country,Q43,turkiye
Q15788761,birol parlak,P54,member of sports team,Q4285478,etimesgut şekerspor
Q1348587,ercan yıldız,P1344,participant of,Q8544,2000 summer olympic games
Q1338407,koray colgecen,P641,sport,Q2736,futebol
Q15712806,Erman Bulucu,P54,member of sports team,Q302263,menemen belediyespor
Q8080277,izzet kaya,P54,member of sports team,Q1423118,Goztepe S.K.
Q178148,Fahri Tatan,P31,instance of,Q5,Huamn
Q644315,nadir çiftçi,P54,member of sports team,Q7855167,Turkey national under-19 football team
Q1406254,Ferhat Odabaşı,P54,member of sports team,Q1127498,sanica boru elâzığspor
Q4724775,Ali Eren Beşerler,P54,member of sports team,Q434929,Altay Izmir
Q424661,akcaabat,P31,instance of,Q1147395,ilçe
Q2459752,Tunay Açar,P27,country of citizenship,Q43,turkiye
Q860285,bilal kisa,P106,occupation,Q937857,Association football player
Q573150,Ceyhun Guelselam,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q354522,Adem Kocak,P641,sport,Q2736,futebol
Q1506920,Turkish First Football League 1995–96,P31,instance of,Q485568,turkish super league
Q5005287,Bülent Uzun,P31,instance of,Q5,Huamn
Q17306017,gülbin hız,P106,occupation,Q937857,Association football player
Q6093000,zafer tuzun,P106,occupation,Q628099,Association football manager
Q2222443,Sanlı Sarıalioğlu,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q1253603,Doğa Kaya,P54,member of sports team,Q7855168,Turkey national under-20 football team
Q5529131,Gazi Üniversitesispor,P641,sport,Q2736,futebol
Q5389872,Erman Güraçar,P54,member of sports team,Q285722,Gaziantepspor
Q6431452,koray karagözoğlu,P106,occupation,Q937857,Association football player
Q5058727,cemil erlertürk,P106,occupation,Q937857,Association football player
Q5389872,Erman Güraçar,P27,country of citizenship,Q43,turkiye
Q24912994,Serinevler Athletics Stadium,P31,instance of,Q1076486,Sports facilities
Q17512831,New Eskisehir Stadium,P17,country,Q43,turkiye
Q7453032,Serdar Guenes,P31,instance of,Q5,Huamn
Q313145,Kazim Richards,P54,member of sports team,Q203573,bursaspor kulübü derneği
Q629032,baykal kulaksizoglu,P31,instance of,Q5,Huamn
Q27037197,rahman çağıran,P31,instance of,Q5,Huamn
Q17306017,gülbin hız,P54,member of sports team,Q6045389,Konak Belediyesi
Q215577,Eren Derdiyok,P31,instance of,Q5,Huamn
Q2043168,oğuz dağlaroğlu,P106,occupation,Q937857,Association football player
Q2388257,taha yalçıner,P54,member of sports team,Q176795,Karşıyaka S.K.
Q327428,murat tosun,P54,member of sports team,Q176795,Karşıyaka S.K.
Q1285241,taskin aksoy,P106,occupation,Q628099,Association football manager
Q1441174,hasan vural,P54,member of sports team,Q43710,mp antalyaspor
Q555091,Engin Baytar,P54,member of sports team,Q748445,Eskisehirspor
Q710110,mehmet oktav,P27,country of citizenship,Q43,turkiye
Q5448244,fikret kırcan,P54,member of sports team,Q483856,Türkiye millî futbol takımı
Q782660,Yılmaz Vural,P54,member of sports team,Q1369461,sakaryaspor
Q951211,Mehmet Topuz,P54,member of sports team,Q291297,Kayseri Erciyesspor
Q6069133,nazmi bilge,P54,member of sports team,Q434929,Altay Izmir
Q7855349,Turkish football clubs in European competitions 1990-99,P17,country,Q43,turkiye
Q446169,Serdar eylik,P54,member of sports team,Q495299,Galatasaray F.C.
Q5385241,Ercument Kafkasyali,P106,occupation,Q937857,Association football player
Q351298,Mülayim Erdem,P54,member of sports team,Q178180,orduspor
Q800068,cenk sahin,P54,member of sports team,Q7855167,Turkey national under-19 football team
Q1070800,ali sami yen stadı,P31,instance of,Q1154710,football venue (soccer)
Q1258369,suat tuerker,P54,member of sports team,Q190526,berner sport club young boys
Q547797,serkan balcı,P54,member of sports team,Q6601875,fenerbahçe s.k. (football)
Q1984073,Nesat Gülünoğlu,P54,member of sports team,Q2739,A.S. Rome
Q1661819,Rizvan Sahin,P19,place of birth,Q2248873,Cayeli
Q836130,kenan şahin (footballer),P54,member of sports team,Q107818,fc energie cottbus ii
Q13418161,kalyon group,P159,headquarters location,Q406,istanbul (turkey)
Q470669,elvir boliç,P19,place of birth,Q184046,Senitza
Q426881,mustafa sarp,P27,country of citizenship,Q43,turkiye
Q820773,berk neziroğluları,P54,member of sports team,Q352270,adanaspor
Q1349418,"Yeşilyurt, Erdoğan",P54,member of sports team,Q447191,Altinordu Spor Kulubu
Q3814436,kem izzet,P641,sport,Q2736,futebol
Q6432248,Korhan Ozturk,P54,member of sports team,Q424646,A. Sebatspor
Q27055380,mesut ünal,P641,sport,Q2736,futebol
Q755911,Atilla Birlik,P19,place of birth,Q2910,Oggersheim
Q17708749,i̇rfan kahveci,P54,member of sports team,Q340133,hacettepe sk
Q1349998,eren tozlu,P413,position played on team / speciality,Q280658,Centre Forward
Q1441174,hasan vural,P54,member of sports team,Q157464,Bayer Uerdingen
Q7448417,Selim Soydan,P106,occupation,Q937857,Association football player
Q315309,ilhan mansiz,P54,member of sports team,Q102720,hertha bsc seasons
Q510428,polat keser,P31,instance of,Q5,Huamn
Q406184,ramazan yildirim,P106,occupation,Q628099,Association football manager
Q4998099,Burak Yacan Yuksel,P413,position played on team / speciality,Q462471,Power Forward (basketball)
Q2055879,Faruk Yiğit,P54,member of sports team,Q6601875,fenerbahçe s.k. (football)
Q922443,Mehmet Guven,P54,member of sports team,Q748445,Eskisehirspor
Q3542498,Tuğçe Canıtez,P19,place of birth,Q2279529,"konak, izmir"
Q1295771,Efe Inanc,P54,member of sports team,Q857938,i̇stanbul büyükşehir belediyespor (football team)
Q1354966,Erkam Reşmen,P27,country of citizenship,Q43,turkiye
Q523871,Uğur Yildirim,P54,member of sports team,Q1149034,top oss
Q6086996,i̇lkay durmuş,P19,place of birth,Q1022,stuttgard
Q642491,Aydin Ors,P31,instance of,Q5,Huamn
Q552535,ahmet çakar,P106,occupation,Q1930187,Political journalists
Q6386829,Nejad Kemal Kavur,P27,country of citizenship,Q43,turkiye
Q5678310,Hasan Yigit,P27,country of citizenship,Q43,turkiye
Q713581,kerim zengin,P54,member of sports team,Q285722,Gaziantepspor
Q513237,kocaelispor,P118,league,Q1470401,TFF Third League
Q2479832,Mehmet Dinçer,P641,sport,Q2736,futebol
Q14863299,arzu karabulut,P54,member of sports team,Q6098614,Trabzon Idmanocagi (women)
Q1685324,Osman Bozkurt,P54,member of sports team,Q176795,Karşıyaka S.K.
Q1984073,Nesat Gülünoğlu,P27,country of citizenship,Q43,turkiye
Q5423529,eşfak aykaç,P20,place of death,Q406,istanbul (turkey)
Q548204,hursut meriç,P106,occupation,Q937857,Association football player
Q1414112,Filiz Koç,P413,position played on team / speciality,Q193592,Right-half
Q16632351,i̇brahim demir,P54,member of sports team,Q189847,trabzon karadeniz s.k.
Q7067345,noyan öz,P54,member of sports team,Q1127498,sanica boru elâzığspor
Q17046287,selim koray,P19,place of birth,Q406,istanbul (turkey)
Q373394,Ragıp Başdağ,P413,position played on team / speciality,Q193592,Right-half
Q26704988,rahime atabay,P641,sport,Q2736,futebol
Q8079465,Ümit Bilican,P106,occupation,Q937857,Association football player
Q18619263,Gizem Gonultas,P413,position played on team / speciality,Q280658,Centre Forward
Q735937,Metin Tekin,P54,member of sports team,Q172567,Besiktas Jk
Q6600727,List of Turkey national football team managers,P31,instance of,Q13406463,lists
Q39209,Koray Gunter,P118,league,Q154069,3. Liga
Q753135,atacan ozturk,P27,country of citizenship,Q43,turkiye
Q5005287,Bülent Uzun,P54,member of sports team,Q1187762,i̇stanbul maltepespor
Q3547772,ufuk talay,P54,member of sports team,Q929360,mersin i̇.y
Q7857311,Tuğçe İnöntepe,P27,country of citizenship,Q43,turkiye
Q916259,nuri fatih aydin,P106,occupation,Q937857,Association football player
Q307865,özgür i̇leri,P106,occupation,Q937857,Association football player
Q831952,orkan balkan,P27,country of citizenship,Q183,Germanz
Q6095742,mehmet burak kağan uca,P31,instance of,Q5,Huamn
Q1821769,levent devrim,P19,place of birth,Q83274,province of hatay
Q16914127,Hüseyin Tavur,P19,place of birth,Q206879,muşkara
Q16236804,Burak Can Kalender,P54,member of sports team,Q12810711,Manavgatspor
Q6102084,ismail kurt,P54,member of sports team,Q1398111,Fatih Karagumruk SK
Q1251405,Semavi Özgür,P19,place of birth,Q219,република българия
Q4725333,ali olmez,P106,occupation,Q937857,Association football player
Q16908994,Yunus Emre Yalcin,P54,member of sports team,Q513840,Konya Idman Yurdu
Q6534795,levent yalcin,P106,occupation,Q937857,Association football player
Q6069786,Refik Osman Top,P54,member of sports team,Q495299,Galatasaray F.C.
Q547786,Arif Şahin,P54,member of sports team,Q1369461,sakaryaspor
Q6035413,mustafakemalpasaspor,P641,sport,Q2736,futebol
Q370545,buelent boeluekbasi,P54,member of sports team,Q1110567,hatayspor
Q1953531,murat ceylan,P54,member of sports team,Q5526482,gaskispor
Q708808,tayfun korkut,P413,position played on team / speciality,Q193592,Right-half
Q444341,Didier Six,P54,member of sports team,Q47774,France national football team kits
Q3237195,Levent Aycicek,P54,member of sports team,Q316497,germany national under-20 football team
Q327454,Aydin Karabulut,P106,occupation,Q937857,Association football player
Q1244411,gokmen ozdenak,P413,position played on team / speciality,Q280658,Centre Forward
Q317605,abdullah durak,P19,place of birth,Q194146,Niğde
Q1562318,güven varol,P19,place of birth,Q83069,sakarya province
Q5374768,emrah kiraz,P19,place of birth,Q201095,Kerasous
Q2272244,Serdar Bayrak,P31,instance of,Q5,Huamn
Q5444282,Ferhat Korkmaz,P106,occupation,Q937857,Association football player
Q18619336,eda karataş,P106,occupation,Q937857,Association football player
Q2401592,hakkı uzun,P31,instance of,Q5,Huamn
