subject_id,subject_name,relation_id,relation_name,object_id,object_name
Q1968005,Michael Porechenkov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q3443162,Stadion Park mladezi,P17,country,Q224,hirvatistan
Q696060,arnold rutkowski,P27,country of citizenship,Q36,PolanD
Q5759198,"wysokie, gmina raczki",P17,country,Q36,PolanD
Q534200,Yekaterina Mironova,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q5291494,P5+1 countries,P527,has part,Q159,Оросын Холбооны Улс
Q2370650,valdayka river,P17,country,Q159,Оросын Холбооны Улс
Q5399116,esporte clube osasco,P17,country,Q155,Brzil
Q3432621,Q3432621,P17,country,Q155,Brzil
Q321970,Idzików,P17,country,Q36,PolanD
Q2663713,EAUCU,P527,has part,Q159,Оросын Холбооны Улс
Q3720174,jean rené gauguin,P27,country of citizenship,Q35,Dennmark
Q178148,Fahri Tatan,P19,place of birth,Q201101,Rizounta
Q1772514,boa nova,P17,country,Q155,Brzil
Q1972669,Male Walichnowy,P17,country,Q36,PolanD
Q6781699,"marysin, gmina bychawa",P17,country,Q36,PolanD
Q7193805,"Pilaszków, Masovian Voivodeship",P17,country,Q36,PolanD
Q7253739,Przytoń,P17,country,Q36,PolanD
Q17306407,marycjames/sandbox,P27,country of citizenship,Q36,PolanD
Q11791328,nieciszewo,P17,country,Q36,PolanD
Q7036024,Nikolaj Sorensen,P27,country of citizenship,Q35,Dennmark
Q17198811,artan tushi,P27,country of citizenship,Q222,Albania
Q1442689,pavel solyannikov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q10427256,tayfun turkmen,P413,position played on team / speciality,Q280658,Centre Forward
Q12116148,taras kutovy,P27,country of citizenship,Q15180,SU (country)
Q8029565,wola pomianowa,P17,country,Q36,PolanD
Q4570951,albanian cup 1963,P17,country,Q222,Albania
Q17466121,eduard gusev,P27,country of citizenship,Q15180,SU (country)
Q2623416,"Polje, Derventa",P17,country,Q225,босна и херцеговина
Q8124763,Imra Agotić,P27,country of citizenship,Q224,hirvatistan
Q946717,channel one eurasia,P17,country,Q232,qazaqstan respwblïkası
Q2561052,Drawiny,P17,country,Q36,PolanD
Q1144074,sandomierz county,P17,country,Q36,PolanD
Q8081121,łysomiczki,P17,country,Q36,PolanD
Q458481,aílton de oliveira modesto,P19,place of birth,Q155,Brzil
Q852156,Jægerspris,P17,country,Q35,Dennmark
Q20738426,seifu michael,P27,country of citizenship,Q115,ityop'ia
Q7254013,"Psary, Koło County",P17,country,Q36,PolanD
Q28155254,central agricultural zone,P17,country,Q159,Оросын Холбооны Улс
Q8145512,polimonie,P17,country,Q36,PolanD
Q7293040,raniewo,P17,country,Q36,PolanD
Q26206030,Ivan Oblyakov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q19957981,Yevgeniy Gurulyov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q9022737,lindolfo collor,P27,country of citizenship,Q155,Brzil
Q2392017,natali (singer),P27,country of citizenship,Q15180,SU (country)
Q6421210,Klocowka,P17,country,Q36,PolanD
Q2015914,polish air force university,P17,country,Q36,PolanD
Q4981728,brzyskorzystewko,P17,country,Q36,PolanD
Q6572086,list of governors of bahia,P17,country,Q155,Brzil
Q10357290,ralph biasi,P27,country of citizenship,Q155,Brzil
Q6763848,marina aleksandrovna kiskonen,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q16965319,Dukat mine,P17,country,Q159,Оросын Холбооны Улс
Q2072554,kelime cetinkaya,P1344,participant of,Q547320,2007 fis nordic world ski championships
Q1759023,santa terezinha do progresso,P17,country,Q155,Brzil
Q919302,Lefter Kuecuekandonyadis,P172,ethnic group,Q539051,Origin of the Greeks
Q1782763,konstantin semenov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q4759205,Andrey Medyanski,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q26869394,Konstantin Natanovich Borovoi,P27,country of citizenship,Q15180,SU (country)
Q82072,sliski,P17,country,Q36,PolanD
Q2904479,Birgul Guler,P19,place of birth,Q40738,"Bursa, Turkey"
Q6090957,Yılmaz Yücetürk,P54,member of sports team,Q6601875,fenerbahçe s.k. (football)
Q450594,mariya leontyavna itkina,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q21523936,Krzysztof Piątek,P27,country of citizenship,Q36,PolanD
Q20519524,георгиев,P407,language of work or name,Q7918,български
Q159,Оросын Холбооны Улс,P37,official language,Q36206,lak (language)
Q3716359,chudova river,P17,country,Q159,Оросын Холбооны Улс
Q7940227,Volkan Guc,P31,instance of,Q5,Huamn
Q6861999,mimar sinan sport hall,P466,occupant,Q2614345,edirne basket
Q1164646,confederation of progressive trade unions of turkey,P17,country,Q43,turkiye
Q5626204,górka sobocka,P17,country,Q36,PolanD
Q20982861,ilmir yakupov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q1795776,Camamu,P17,country,Q155,Brzil
Q3393026,Pena (river),P17,country,Q221,fyro macedonia
Q4973936,"Broniszowice, Świętokrzyskie Voivodeship",P17,country,Q36,PolanD
Q1807230,onega canal,P17,country,Q159,Оросын Холбооны Улс
Q937898,orhan ak,P54,member of sports team,Q556570,buyuksehir belediye ankaraspor
Q510428,polat keser,P54,member of sports team,Q915883,Tokatspor
Q7107412,"ossa, opoczno county",P17,country,Q36,PolanD
Q16834841,ardit deliu,P27,country of citizenship,Q222,Albania
Q1347836,osman arpacıoğlu,P31,instance of,Q5,Huamn
Q6087377,bayram bektaş,P54,member of sports team,Q434929,Altay Izmir
Q21932441,Frederik Christensen,P19,place of birth,Q35,Dennmark
Q19787240,ivan zynin,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q1155670,"akçasu, söğüt",P131,located in the administrative territorial entity,Q768506,Sögüt
Q7511221,"Sierakow, Lesser Poland Voivodeship",P17,country,Q36,PolanD
Q1573556,Leandro Castán,P27,country of citizenship,Q155,Brzil
Q16239677,Dmitri Mikhalyonok,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q3396460,bistrica (livno),P17,country,Q225,босна и херцеговина
Q7088638,"olszewka, naklo county",P17,country,Q36,PolanD
Q7384792,Rybska Karczma,P17,country,Q36,PolanD
Q5612689,grzymalin,P17,country,Q36,PolanD
Q820135,Dilaver Güçlü,P54,member of sports team,Q128148,Vestel Manisaspor
Q2601149,Kamui-dake,P17,country,Q159,Оросын Холбооны Улс
Q3940734,"Romanovsky Municipal District, Altai Krai",P17,country,Q159,Оросын Холбооны Улс
Q3608190,Pawel Mróz,P27,country of citizenship,Q36,PolanD
Q373646,Łąki Kozielskie,P17,country,Q36,PolanD
Q5321141,"dębówko, warmian-masurian voivodeship",P17,country,Q36,PolanD
Q9167787,"saints peter and paul basilica, strzegom",P17,country,Q36,PolanD
Q5219689,The danish association of pharmaconomists,P17,country,Q35,Dennmark
Q8040599,wyspowo,P17,country,Q36,PolanD
Q733876,Starzenice,P17,country,Q36,PolanD
Q7884873,Unieszynko,P17,country,Q36,PolanD
Q3329434,Archaeological Museum of Kraków,P17,country,Q36,PolanD
Q769599,utomlyonnye solntsem 2: predstoyanie,P495,country of origin,Q159,Оросын Холбооны Улс
Q498674,nina gopova-trofimova,P27,country of citizenship,Q15180,SU (country)
Q6428859,"Konary, Zgierz County",P17,country,Q36,PolanD
Q1346942,Suat Atalık,P27,country of citizenship,Q225,босна и херцеговина
Q671586,Nowe Worowo,P17,country,Q36,PolanD
Q970774,Timan-Pechora oil and gas exploration,P17,country,Q159,Оросын Холбооны Улс
Q8064464,zagreb mosque,P17,country,Q224,hirvatistan
Q1499982,hans von campenhausen,P19,place of birth,Q159,Оросын Холбооны Улс
Q24084103,Klajdi Dule,P27,country of citizenship,Q222,Albania
Q438839,AlexanderDugin,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q11789041,nagradowice,P17,country,Q36,PolanD
Q1701306,merab ninidze,P27,country of citizenship,Q15180,SU (country)
Q2834108,"Vassiliev, Alexander",P27,country of citizenship,Q15180,SU (country)
Q429165,a1 autocesta (croatia),P17,country,Q224,hirvatistan
Q6176409,jeg elsker dig,P495,country of origin,Q35,Dennmark
Q18176342,68 yeni aksarayspor,P641,sport,Q2736,futebol
Q5747659,Nowy Laskowiec,P17,country,Q36,PolanD
Q9396335,"Swidno, Lublin Voivodeship",P17,country,Q36,PolanD
Q7665441,são domingos river (tocantins),P17,country,Q155,Brzil
Q7667377,Sloptow,P17,country,Q36,PolanD
Q730563,jan rajnoch,P54,member of sports team,Q492826,mke ankaraguecue
Q4802775,Arzu Bildirir,P641,sport,Q5372,baksetball
Q5997723,Ilez Gazdiev,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q11721148,"Jasieniec, Lublin Voivodeship",P17,country,Q36,PolanD
Q1653028,Lebediansky District,P17,country,Q159,Оросын Холбооны Улс
Q260989,"dąbrówka, węgorzewo county",P17,country,Q36,PolanD
Q4363363,Alexander Pirogov,P27,country of citizenship,Q15180,SU (country)
Q7901624,Urzuty,P17,country,Q36,PolanD
Q1316925,"Folwark, Opole Voivodeship",P17,country,Q36,PolanD
Q740371,Maciej Gołąb,P27,country of citizenship,Q36,PolanD
Q1339591,emre torun,P27,country of citizenship,Q43,turkiye
Q194185,District of Lezhë,P17,country,Q222,Albania
Q2633715,Hotel Astoria (Saint Petersburg),P17,country,Q159,Оросын Холбооны Улс
Q6940644,Museum Daniel Cargnin,P17,country,Q155,Brzil
Q15720671,Mads Pedersen (badminton),P27,country of citizenship,Q35,Dennmark
Q4816925,Mikaela Engell,P27,country of citizenship,Q35,Dennmark
Q205617,recep yıldız,P54,member of sports team,Q1624749,Turkey U-21
Q10463435,Ivan Knezovic,P27,country of citizenship,Q224,hirvatistan
Q6367363,wolka wiciejowska,P17,country,Q36,PolanD
Q3057114,Četojevići,P17,country,Q225,босна и херцеговина
Q7083319,"olchowo, greater poland voivodeship",P17,country,Q36,PolanD
Q6558798,"Lisewo, Września County",P17,country,Q36,PolanD
Q181531,"pokrov, vladimir oblast",P17,country,Q159,Оросын Холбооны Улс
Q4680572,"adamów, końskie county",P17,country,Q36,PolanD
Q4251227,Popęszyce,P17,country,Q36,PolanD
Q3874628,nenad buljan,P27,country of citizenship,Q224,hirvatistan
Q3574811,Zapieka,P17,country,Q36,PolanD
Q1758034,guabiruba,P17,country,Q155,Brzil
Q550712,kamil corekci,P54,member of sports team,Q630348,bucaspor
Q4755869,Andrei Merkulov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q983603,levon isayevich mirzoyan,P27,country of citizenship,Q15180,SU (country)
Q7599327,"Stanislawow, Pajeczno County",P17,country,Q36,PolanD
Q7282459,Rafał Patyra,P27,country of citizenship,Q36,PolanD
Q958661,esteio,P17,country,Q155,Brzil
Q4158661,derbent walls,P17,country,Q159,Оросын Холбооны Улс
Q672031,"aleksandrowo, znin county",P17,country,Q36,PolanD
Q12279579,Ekaterina Peneva,P1412,"languages spoken, written or signed",Q7918,български
Q919,krasnoïarsk,P17,country,Q159,Оросын Холбооны Улс
Q17402759,HENRIK VERDER,P19,place of birth,Q35,Dennmark
Q16897738,zojs,P17,country,Q222,Albania
Q155,Brzil,P530,diplomatic relation,Q16,p:ca
Q566834,Grey Zone,P840,narrative location,Q36,PolanD
Q15052443,vospominaniya o pavlovske,P495,country of origin,Q15180,SU (country)
Q733998,GIG,P17,country,Q155,Brzil
Q1397085,"Çayörengüney, Gerede",P131,located in the administrative territorial entity,Q290634,gerede
Q1990013,imperial botanic garden,P17,country,Q159,Оросын Холбооны Улс
Q3280529,Aleks Buda,P172,ethnic group,Q179248,history of the albanians
Q550518,siemonia,P17,country,Q36,PolanD
Q2227159,Gmina Ropczyce,P17,country,Q36,PolanD
Q2380400,dziadoszyce,P17,country,Q36,PolanD
Q9150888,Andersia Tower,P17,country,Q36,PolanD
Q713719,bruno césar,P27,country of citizenship,Q155,Brzil
Q968832,"kamionki, greater poland voivodeship",P17,country,Q36,PolanD
Q4767331,anna mayevskaya,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q6069513,Irhan Jubica,P172,ethnic group,Q179248,history of the albanians
Q6556659,"Lipno, Strzelce-Drezdenko County",P17,country,Q36,PolanD
Q10319943,lourdinha bittencourt,P27,country of citizenship,Q155,Brzil
Q432213,Ceyda Aktas,P27,country of citizenship,Q43,turkiye
Q7253875,Pręczki,P17,country,Q36,PolanD
Q3442385,Johannes Hansen (gymnast),P27,country of citizenship,Q35,Dennmark
Q2706853,Trachycephalus imitatrix,P183,endemic to,Q155,Brzil
Q2007503,Mlaka Antinska,P17,country,Q224,hirvatistan
Q2908624,bogavici,P17,country,Q225,босна и херцеговина
Q761849,"grajau, rio de janeiro",P17,country,Q155,Brzil
Q8040980,Wolka Wielka,P17,country,Q36,PolanD
Q17418282,Mehmet Tas,P54,member of sports team,Q929360,mersin i̇.y
Q5307318,Drewnowo-Konarze,P17,country,Q36,PolanD
Q822810,siemieniotka,P495,country of origin,Q36,PolanD
Q654688,leontynów,P17,country,Q36,PolanD
Q4071135,Ulugbek Asanbayev,P27,country of citizenship,Q232,qazaqstan respwblïkası
Q166333,Malanowo Stare,P17,country,Q36,PolanD
Q16956629,ryczewo (pkp station),P17,country,Q36,PolanD
Q862401,São Paulo Domestic Airport,P17,country,Q155,Brzil
Q4189967,gennady zdanovich,P27,country of citizenship,Q15180,SU (country)
Q11712056,inczew,P17,country,Q36,PolanD
Q4936357,"boczow, lesser poland voivodeship",P17,country,Q36,PolanD
Q4092091,bolshiye goly,P17,country,Q159,Оросын Холбооны Улс
Q7664730,"Szklarnia, Gliwice County",P17,country,Q36,PolanD
Q4902455,bialskie pola,P17,country,Q36,PolanD
Q13040407,jorgo bulo,P27,country of citizenship,Q222,Albania
Q4715221,aleksandr n kornev,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q2812311,adriano facchini (footballer),P27,country of citizenship,Q155,Brzil
Q2066400,gleb plaksin,P27,country of citizenship,Q15180,SU (country)
Q3118465,Jasenica (Gradačac),P17,country,Q225,босна и херцеговина
Q13627752,Armando Duka,P27,country of citizenship,Q222,Albania
Q5627577,Głuche,P17,country,Q36,PolanD
Q16249481,devassa by playboy,P159,headquarters location,Q155,Brzil
Q4470281,uymen,P17,country,Q159,Оросын Холбооны Улс
Q917205,Lukinić Brdo,P17,country,Q224,hirvatistan
Q9375148,Wincentowek,P17,country,Q36,PolanD
Q14028172,1930–31 istanbul football league,P641,sport,Q2736,futebol
Q6954555,NK Nosteria,P17,country,Q224,hirvatistan
Q5401579,Gephyrellula,P183,endemic to,Q155,Brzil
Q6835875,michalczowa,P17,country,Q36,PolanD
Q4366939,Under the Banner of Marxism,P495,country of origin,Q15180,SU (country)
Q2598647,kakhi gogichaishvili,P19,place of birth,Q15180,SU (country)
Q9168031,beata dziadura,P27,country of citizenship,Q36,PolanD
Q1801746,babaçulândia,P17,country,Q155,Brzil
Q7175293,Peter Kuhlman,P27,country of citizenship,Q35,Dennmark
Q16713637,Pod electricheskimi oblakami,P495,country of origin,Q159,Оросын Холбооны Улс
Q27885039,warsaw shore: summer camp (series 6),P495,country of origin,Q36,PolanD
Q1965600,Mikhail Yuryevich Zurabov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q36,PolanD,P47,shares border with,Q218,RO (country)
Q4364681,Yuriy Platonov (psychologist),P27,country of citizenship,Q159,Оросын Холбооны Улс
Q12301121,Allégade,P17,country,Q35,Dennmark
Q7601663,stare gnatowice,P17,country,Q36,PolanD
Q670574,ekaterina sysoeva,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q2392344,taner gülleri,P54,member of sports team,Q352251,Adana Demirspor
Q4163906,irina dobrekova,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q9160814,Artur Ziętek,P27,country of citizenship,Q36,PolanD
Q5627648,Gluszynskie (Glyszynskie),P17,country,Q36,PolanD
Q7938205,vladas tuckus,P27,country of citizenship,Q15180,SU (country)
Q7067159,"nowy mlyn, olecko county",P17,country,Q36,PolanD
Q19973675,timur patakhov,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q5201974,"Czermno, Kuyavian-Pomeranian Voivodeship",P17,country,Q36,PolanD
Q1372826,onur recep kivrak,P106,occupation,Q937857,Association football player
Q840040,Rize Atatürk Stadı,P17,country,Q43,turkiye
Q25212545,Yunost Stadium (Oral),P17,country,Q232,qazaqstan respwblïkası
Q3642673,"st. matthew's church, copenhagen",P17,country,Q35,Dennmark
Q5638565,hagbard jonassen,P27,country of citizenship,Q35,Dennmark
Q555303,Gmina Wydminy,P17,country,Q36,PolanD
Q1649615,santa rita d'oeste,P17,country,Q155,Brzil
Q737159,hans jacob jacobsen,P27,country of citizenship,Q35,Dennmark
Q6430102,konstantin zaytsev,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q4481504,aleksandr konstantinovich fatyushin,P27,country of citizenship,Q15180,SU (country)
Q1249595,sarykol district,P17,country,Q232,qazaqstan respwblïkası
Q16999171,ruchar mine,P17,country,Q159,Оросын Холбооны Улс
Q867437,ulanow poland,P17,country,Q36,PolanD
Q301590,fernao,P17,country,Q155,Brzil
Q6440307,Krzywiczyny,P17,country,Q36,PolanD
Q6048705,m1a (istanbul),P1064,track gauge,Q1999572,International standard gauge
Q1975682,Ravan River,P17,country,Q159,Оросын Холбооны Улс
Q6081427,Vedat Kapurtu,P54,member of sports team,Q1423118,Goztepe S.K.
Q7086309,"Oleksin, Siedlce County",P17,country,Q36,PolanD
Q2701207,Kampinos forest,P17,country,Q36,PolanD
Q4801687,artur da tavola,P27,country of citizenship,Q155,Brzil
Q4269300,Lumbovka,P17,country,Q159,Оросын Холбооны Улс
Q3442622,Søren Alfred Jensen,P27,country of citizenship,Q35,Dennmark
Q813926,"bednary, greater poland voivodeship",P17,country,Q36,PolanD
Q7215268,Mamele,P495,country of origin,Q36,PolanD
Q586383,drachowo,P17,country,Q36,PolanD
Q651954,"Adın, Olcan",P54,member of sports team,Q1170018,Kartalspor
Q836130,kenan şahin (footballer),P54,member of sports team,Q556570,buyuksehir belediye ankaraspor
Q13572006,deniz turuc,P641,sport,Q2736,futebol
Q6724027,"Maciejewo, Kolo County",P17,country,Q36,PolanD
Q348199,Mehmet Topal,P413,position played on team / speciality,Q193592,Right-half
Q4025680,Sebnem Kimyacioglu,P641,sport,Q5372,baksetball
Q1257026,Antun Vrdoljak,P27,country of citizenship,Q224,hirvatistan
Q11016500,Mustafa Krantja,P27,country of citizenship,Q222,Albania
Q1020528,Büsein River,P17,country,Q159,Оросын Холбооны Улс
Q16889760,trade union social citizens list,P17,country,Q35,Dennmark
Q5258543,Dennis Høegh,P27,country of citizenship,Q35,Dennmark
Q715430,Kristian Pless,P27,country of citizenship,Q35,Dennmark
Q7122848,Paciorkowizna,P17,country,Q36,PolanD
Q8083584,znk rijeka jack pot,P17,country,Q224,hirvatistan
Q4107891,Seda Vermisheva,P27,country of citizenship,Q15180,SU (country)
Q11778506,mikhail ryzhov (athlete),P27,country of citizenship,Q159,Оросын Холбооны Улс
Q18128488,alexander sumin,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q4669057,Abraham Lishinsky,P19,place of birth,Q159,Оросын Холбооны Улс
Q6371640,Karl Bock (officer),P20,place of death,Q15180,SU (country)
Q3135652,volkovo (prilep),P17,country,Q221,fyro macedonia
Q16935070,bojan knezevic (croatian footballer),P27,country of citizenship,Q224,hirvatistan
Q3866112,Moshe Menuhin,P27,country of citizenship,Q15180,SU (country)
Q6160458,Jarochow,P17,country,Q36,PolanD
Q241956,Lyudmila Litvinova,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q6843527,"miechowice, inowrocław county",P17,country,Q36,PolanD
Q1628465,TKİ Tavşanlı Linyitspor,P115,home venue,Q6045919,Dumlupınar Stadium
Q6523236,"yeniyol village, gumushane",P31,instance of,Q486972,community
Q630861,Arbën Xhaferi,P172,ethnic group,Q179248,history of the albanians
Q3303255,rrahman morina,P172,ethnic group,Q179248,history of the albanians
Q4810192,associacao academica e desportiva vitoria das tabocas,P17,country,Q155,Brzil
Q465782,antônio afonso de miranda,P27,country of citizenship,Q155,Brzil
Q4916248,birger wøllner gaarn,P27,country of citizenship,Q35,Dennmark
Q9386656,korzkiew castle,P17,country,Q36,PolanD
Q556218,Egidijus Klumbys,P27,country of citizenship,Q36,PolanD
Q4755699,Phraya Chonlayutthayothin,P27,country of citizenship,Q35,Dennmark
Q653870,Almindingen,P17,country,Q35,Dennmark
Q7661077,sylwester kaliski,P27,country of citizenship,Q36,PolanD
Q7675155,Taganrog Fortress,P17,country,Q159,Оросын Холбооны Улс
Q5321176,Długi Ług,P17,country,Q36,PolanD
Q6421377,klosnowo,P17,country,Q36,PolanD
Q5320559,"Dabrowa, Garwolin County",P17,country,Q36,PolanD
Q940706,Pedro Teixeira,P20,place of death,Q155,Brzil
Q5119616,"ciemne, masovian voivodeship",P17,country,Q36,PolanD
Q7351523,Roberta Marques,P27,country of citizenship,Q155,Brzil
Q6535805,levon pashalian,P19,place of birth,Q326339,Üsküdar
Q11771794,maurycy stanisław potocki,P27,country of citizenship,Q36,PolanD
Q5392604,Ernandes Dias Luz,P27,country of citizenship,Q155,Brzil
Q15270257,Q15270257,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q5006164,CL David,P27,country of citizenship,Q35,Dennmark
Q3809369,"piekło, opole voivodeship",P17,country,Q36,PolanD
Q7066268,nowa wies malborska,P17,country,Q36,PolanD
Q522002,Macedônia (São Paulo),P138,named after,Q221,fyro macedonia
Q664343,Ogulinec,P17,country,Q224,hirvatistan
Q215577,Eren Derdiyok,P54,member of sports team,Q189671,basel fc
Q17052629,eu não faço a menor ideia do que eu tô fazendo com a minha vida,P495,country of origin,Q155,Brzil
Q625405,Adilson dos Santos,P27,country of citizenship,Q155,Brzil
Q718813,Duje Draganja,P27,country of citizenship,Q224,hirvatistan
Q9342627,stanisław mrozowski,P27,country of citizenship,Q36,PolanD
Q3078004,klembow,P17,country,Q36,PolanD
Q3337661,necip okaner,P19,place of birth,Q16869,constantinopolis
Q2298025,kenneth falkenberg,P19,place of birth,Q35,Dennmark
Q727163,fevzi zemzem,P106,occupation,Q937857,Association football player
Q1921081,Łukszty,P17,country,Q36,PolanD
Q1647426,Wiesław Mering,P27,country of citizenship,Q36,PolanD
Q2089248,"encanto, rio grande do norte",P17,country,Q155,Brzil
Q1791147,hermes lima,P27,country of citizenship,Q155,Brzil
Q4703712,Samuel Twardowski,P27,country of citizenship,Q36,PolanD
Q692122,serkan şahin,P106,occupation,Q937857,Association football player
Q548306,Kornel Morawiecki,P27,country of citizenship,Q36,PolanD
Q3036581,Donji Karajzovci,P17,country,Q225,босна и херцеговина
Q590237,Fontanka,P17,country,Q159,Оросын Холбооны Улс
Q2210528,Thoropa saxatilis,P183,endemic to,Q155,Brzil
Q378642,rašljeva,P17,country,Q225,босна и херцеговина
Q8080047,"İdrisköy, Dazkırı",P131,located in the administrative territorial entity,Q2672686,dazkiri
Q15224689,kubilay aktaş,P19,place of birth,Q142,iso 3166-1:fr
Q5736016,"Rudnia, Gmina Czarna Bialostocka",P17,country,Q36,PolanD
Q29748,Stanislaw Trembecki,P27,country of citizenship,Q36,PolanD
Q7510998,siemionka,P17,country,Q36,PolanD
Q175335,mahmut hanefi erdoğdu,P54,member of sports team,Q1369461,sakaryaspor
Q4218599,wieslawa kwasniewska,P27,country of citizenship,Q36,PolanD
Q991426,verteneglio,P17,country,Q224,hirvatistan
Q3003089,crni vrh (višegrad),P17,country,Q225,босна и херцеговина
Q16221929,Harrison Muranda,P54,member of sports team,Q2304817,Victory Sports Club
Q644315,nadir çiftçi,P54,member of sports team,Q192873,dundee hibernian f.c.
Q496263,Viktor Modzalevskij,P27,country of citizenship,Q15180,SU (country)
Q4478887,vladimir fyodorovich utkin,P27,country of citizenship,Q15180,SU (country)
Q769211,cygów,P17,country,Q36,PolanD
Q2102422,1991–92 Polska Liga Hokejowa season,P17,country,Q36,PolanD
Q3187320,Joao Nogueira,P27,country of citizenship,Q155,Brzil
Q8081237,"lazek, podkarpackie voivodeship",P17,country,Q36,PolanD
Q512070,Izgnanie,P915,filming location,Q159,Оросын Холбооны Улс
Q2238965,drogowle,P17,country,Q36,PolanD
Q527831,Donja Plemenšćina,P17,country,Q224,hirvatistan
Q8038832,"Wszebory, Wolomin County",P17,country,Q36,PolanD
Q388072,sahin aygunes,P31,instance of,Q5,Huamn
Q11161583,Kanal Wolczkowski,P17,country,Q36,PolanD
Q19957833,Eduard Gabeyev,P27,country of citizenship,Q159,Оросын Холбооны Улс
Q948458,salekhard–igarka railway,P17,country,Q159,Оросын Холбооны Улс
Q4428500,Solton,P17,country,Q159,Оросын Холбооны Улс
Q640893,chmielen,P17,country,Q36,PolanD
Q1068900,amir osmanovic,P27,country of citizenship,Q225,босна и херцеговина
Q2799873,Witankowo,P17,country,Q36,PolanD
Q4715336,"aleksandr nikolayevich vasilyev (footballer, born 1980)",P27,country of citizenship,Q159,Оросын Холбооны Улс
Q1369009,Tolgahan Acar,P54,member of sports team,Q1423118,Goztepe S.K.
Q644547,"suliszów, opole voivodeship (village)",P17,country,Q36,PolanD
Q4389621,Murad Ramazanov (footballer),P27,country of citizenship,Q159,Оросын Холбооны Улс
Q10367045,salsa e merengue,P17,country,Q155,Brzil
Q1853537,Grabowiec-Góra,P17,country,Q36,PolanD
Q5058726,Cemil Mengi,P54,member of sports team,Q472707,pazarspor
